Basic_Model_Number_m,Individual_Model_Number_Covered_by_Basic_Model_m,Annual_Energy_Use__Kilowatt_Hours_Year__d,Total_Adjusted_Volume__Cubic_Feet__d,Product_Group_Code_Description_s,energy_per_volume
RFR725,"EFR749,EFR749-6COM,EFR751,EFR753-BLACK-6COM,EFR753-RED-6COM,EFR753-MINT-6COM,EFR786-BLACK-6COM,EFR786-RED-6COM,EFR749_AMZ-6COM,EFR751-6COM,EFR753-PLATINUM,EFR753-PLATNIUM-6COM,EFR753-BLACK,EFR753-RED,EFR753-MINT,EFR786-BLACK,EFR786-RED",380.0,8.8,(12.) Compact refrigerator-freezers - partial automatic defrost,43.18181818181818
EFR756-RED,"EFR756-BLACK,EFR756-CREAM,EFR756-CREAM-6COM,EFR756-BLACK-6COM,EFR756-RED-6COM,EFR756-RED",380.0,8.8,(12.) Compact refrigerator-freezers - partial automatic defrost,43.18181818181818
RFR956-CREAM,RFR956-CREAM,309.0,10.8,(2.) Refrigerator-freezers - partial automatic defrost,28.61111111111111
EFRF314,EFRF314,270.0,5.3,(16.) Compact upright freezers with manual defrost,50.943396226415096
TFR441-D,"TFR441-D,TFR441-B,TFR441-B-COM",253.0,4.6,(11A.) Compact all-refrigerators - manual defrost,55.00000000000001
RFR441-B,"RFR441-B,RFR465-C",253.0,4.6,(11A.) Compact all-refrigerators - manual defrost,55.00000000000001
DAR044A1*O*,DAR044A1SSO,268.0,4.4,(13A.) Compact all-refrigerators - automatic defrost,60.90909090909091
RF31CG7200**,RF31CG7200**,699.0,37.3,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,18.739946380697052
EFRF694,"EFRF696-AMZ,EFRF694,EFRF696-AMZ-6COM",322.0,11.4,(16.) Compact upright freezers with manual defrost,28.24561403508772
RFRF690,"RFRF690,RFRF695",322.0,11.4,(16.) Compact upright freezers with manual defrost,28.24561403508772
HBFRF1494-WHITE-3BCOM/HZ4941,HBFRF1494-WHITE-3BCOM/HZ4941,440.0,24.6,(9.) Upright freezers with automatic defrost without an automatic icemaker,17.88617886178862
93000,93000,307.0,5.2,(13A.) Compact all-refrigerators - automatic defrost,59.03846153846153
HS-121LN(S4NZ),MERM33S1A**,220.0,3.3,(11A.) Compact all-refrigerators - manual defrost,66.66666666666667
HD-113FN(S5NZ),MERM31D2A**,270.0,3.8,(12.) Compact refrigerator-freezers - partial automatic defrost,71.05263157894737
4w9g60-28,AZF33X16D*,466.0,27.6,(9.) Upright freezers with automatic defrost without an automatic icemaker,16.884057971014492
4w9g60-28,MZF34X16D*,466.0,27.6,(9.) Upright freezers with automatic defrost without an automatic icemaker,16.884057971014492
4w9g60-28,WZF34X16D*,466.0,27.6,(9.) Upright freezers with automatic defrost without an automatic icemaker,16.884057971014492
4w9j81-18,MZF34X18F***,496.0,31.2,(9.) Upright freezers with automatic defrost without an automatic icemaker,15.897435897435898
4w9j81-18,WZF79R18D*,496.0,31.2,(9.) Upright freezers with automatic defrost without an automatic icemaker,15.897435897435898
BRFB1532SS,FFBF283SS,327.0,17.1,(5.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic icemaker,19.12280701754386
7W4P10-04,WRS312SN**0*,528.0,27.1,(4.) Refrigerator-freezers - automatic defrost with side-mounted freezer without an automatic icemaker,19.48339483394834
7w7P40-27,WRS325SDH***,747.0,36.8,(7.) Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,20.29891304347826
4w5ibic40-01,KBFN502ESS**,633.0,29.1,(5I-BI.) Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,21.752577319587626
4w5ibic40-01,KBFN502EBS**,633.0,29.1,(5I-BI.) Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,21.752577319587626
4w5ibic40-01,KBFN402ESS**,633.0,29.1,(5I-BI.) Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,21.752577319587626
4w5ibic40-01,KBFN402EPA**,633.0,29.1,(5I-BI.) Built-In Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,21.752577319587626
4w5ij20-30,WRB322DMB*,584.0,27.0,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,21.62962962962963
4w5ij20-30,MBF2258FE***,584.0,27.0,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,21.62962962962963
4w5ij20-30,7934***,584.0,27.0,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,21.62962962962963
4w5iz00-21,MFC2062DEM*,563.0,24.3,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,23.16872427983539
4w5iz21-09,KRFF302E****,585.0,27.0,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,21.666666666666668
6w5ab50-23,IX7DDEXGZ*,685.0,29.9,(5A.) Refrigerator-freezer - automatic defrost with bottom-mounted freezer with through-the-door ice service,22.909698996655518
7w5ad40-05,JFFCC72E****,739.0,28.5,(5A.) Refrigerator-freezer - automatic defrost with bottom-mounted freezer with through-the-door ice service,25.92982456140351
2w5i20-01,WRFF5333P*,585.0,27.0,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,21.666666666666668
8W5A70-15,KRFF577K**0*,710.0,33.0,(5A.) Refrigerator-freezer - automatic defrost with bottom-mounted freezer with through-the-door ice service,21.515151515151516
7w5ab40-22,WRX735SDH*,683.0,29.6,(5A.) Refrigerator-freezer - automatic defrost with bottom-mounted freezer with through-the-door ice service,23.074324324324323
HD-745FWE (UR-BCD572WX-SQ(B)),CTMR205M1*,390.0,25.0,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,15.6
BCD-513WXP,EFF181W,367.0,21.8,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,16.8348623853211
BCD-342W,MFF123WLH,316.0,14.7,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,21.496598639455783
BCD-282WXP,FR 1002 WHB,297.0,12.1,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,24.545454545454547
BCD-342WXP,FR 1202 BKB,316.0,14.7,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,21.496598639455783
BCD-413WXP,FR 1462 WH,333.0,17.0,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,19.58823529411765
BCD-413WXP,FR 1462 BK,333.0,17.0,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,19.58823529411765
BCD-513WAXP,FR 1802 BK,367.0,21.8,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,16.8348623853211
BCD-572WAXP,VTFR2102ESE,382.0,24.1,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,15.850622406639003
BCD-513WAXP,VTFR1803ESE,367.0,21.8,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,16.8348623853211
BCD-513WAXP,VTFR1803EBE,367.0,21.8,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,16.8348623853211
BCD-413WXP,VTFR1500EWE,333.0,17.0,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,19.58823529411765
BCD-413WXP,VTFR1500EBE,333.0,17.0,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,19.58823529411765
BCD-342WXP,VTFR1202EWE,316.0,14.7,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,21.496598639455783
BCD-282WXP,VTFR1002ESE,297.0,12.1,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,24.545454545454547
BD/BC-390WP2NF1/HC1(E),HFU140N6CWE,391.0,23.9,(9.) Upright freezers with automatic defrost without an automatic icemaker,16.359832635983263
FC2-440,ENR12TFGB**,310.0,14.0,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,22.142857142857142
FC2-370,ENR10TFGB**,297.0,12.2,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,24.34426229508197
FC2-440,ENR12TFGB*,310.0,14.0,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,22.142857142857142
RF40D,CBIR-*,294.0,3.9,(13A.) Compact all-refrigerators - automatic defrost,75.38461538461539
RF40D,L500REF,294.0,3.9,(13A.) Compact all-refrigerators - automatic defrost,75.38461538461539
RF40D,SUNFR401,294.0,3.9,(13A.) Compact all-refrigerators - automatic defrost,75.38461538461539
BD-590WY/HC1(H),UF210N6AWD,471.0,37.2,(9.) Upright freezers with automatic defrost without an automatic icemaker,12.661290322580644
BRFB1542SS,FFBF284SSIM**,420.0,16.7,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,25.149700598802397
BRFB1532SS,FFBF283SS**,327.0,17.1,(5.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic icemaker,19.12280701754386
UF18W-R,UF18W***,255.0,17.0,(3A.) All-refrigerators - automatic defrost,15.0
7w7P41-26,ASI2575G****,702.0,31.5,(7.) Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,22.285714285714285
7w7P41-26,WRS315SD**0*,702.0,31.5,(7.) Refrigerator-freezers - automatic defrost with side-mounted freezer with through-the-door ice service,22.285714285714285
4w3n61-11,WRT316SFD*0*,387.0,19.0,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,20.36842105263158
4w3in61-11,WRT316SFD*0*,471.0,19.0,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,24.789473684210527
6w3n80-38,WRT518SZF***,400.0,20.7,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,19.32367149758454
6w3in80-38,WRT518SZKV***,484.0,20.7,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,23.381642512077295
6w3ig10-08,MRT311FF**,520.0,25.1,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,20.717131474103585
6w3g10-08,MRT311FF**,436.0,25.1,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,17.37051792828685
4w3ig81-18,IK8FXNGFD*,495.0,22.0,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,22.5
4w3g12-49,WRT311FZD*,436.0,25.1,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,17.37051792828685
4w3ig12-49,WRT311FZD*,520.0,25.1,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,20.717131474103585
HMCF7W5,325590289,250.0,12.3,(18.) Compact chest freezers,20.32520325203252
HMCF5W5,325590180,218.0,8.8,(18.) Compact chest freezers,24.77272727272727
BD/BC-590WP2NA1/HC1(E),DECVC210W,494.0,37.2,(9.) Upright freezers with automatic defrost without an automatic icemaker,13.279569892473118
BD/BC-590WP2NA1/HC1(E),DECVC210S,494.0,37.2,(9.) Upright freezers with automatic defrost without an automatic icemaker,13.279569892473118
BD/BC-590WP2NA1/HC,DECVC210S,302.0,21.2,(1A.) All-refrigerators - manual defrost,14.245283018867925
BC-485WP2NA1/HC,DECVC170S,277.0,17.0,(1A.) All-refrigerators - manual defrost,16.294117647058822
BCD-516WY/HC1(H),DERTM180WW2,363.0,21.1,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,17.20379146919431
BD/BC-390WP2NF1/HC,DECVC138W,256.0,13.6,(1A.) All-refrigerators - manual defrost,18.823529411764707
3w3i60,WRTX5328P***,435.0,19.4,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,22.422680412371136
3w360,WRTX5328P***,351.0,19.4,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,18.09278350515464
RF31CG7200**,RF31CG7220**,699.0,37.3,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,18.739946380697052
GLR25MBKE02,GLR25MBKE02,213.0,2.4,(11A.) Compact all-refrigerators - manual defrost,88.75
GLR25MS1E02,GLR25MS1E02,213.0,2.4,(11A.) Compact all-refrigerators - manual defrost,88.75
ABR242PRS**,ABR242PRS**,310.0,5.7,(13A.) Compact all-refrigerators - automatic defrost,54.3859649122807
ABR242PRG**,ABR242PRG**,310.0,5.7,(13A.) Compact all-refrigerators - automatic defrost,54.3859649122807
QC29C_5I_T,CGE29DM*T***,681.0,35.2,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,19.346590909090907
4w3g80-60,WRT108FFD***,411.0,22.0,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,18.681818181818183
4w3g80-60,WRT108FZD*0*,411.0,22.0,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,18.681818181818183
4w3ig80-60,ART318FFD*,495.0,22.0,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,22.5
4w3ig80-60,MRT118FFF***,495.0,22.0,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,22.5
4w3ig80-60,WRT318FZD***,495.0,22.0,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,22.5
4W5IG01-26,WRFA60SMH*0*,618.0,24.5,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,25.224489795918366
4W5IG01-26,WRF560SMY*0*,618.0,24.5,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,25.224489795918366
4W5IG01-26,WRF560SMH*0*,618.0,24.5,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,25.224489795918366
4W5IG01-26,WRF560SEY*0*,618.0,24.5,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,25.224489795918366
4W5IG01-26,MFF2055FR***,618.0,24.5,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,25.224489795918366
4W5IG01-26,MFF2055DR*0*,618.0,24.5,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,25.224489795918366
4W5IG01-26,7947*41*,618.0,24.5,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,25.224489795918366
DUF140E1WDD,DUF140E1WDD,204.0,13.8,(3A.) All-refrigerators - automatic defrost,14.782608695652174
263(x),CTMR74C1W,345.0,8.5,(12.) Compact refrigerator-freezers - partial automatic defrost,40.588235294117645
263(x),CTMR74C1S,345.0,8.5,(12.) Compact refrigerator-freezers - partial automatic defrost,40.588235294117645
263(x),CTMR74C1B,345.0,8.5,(12.) Compact refrigerator-freezers - partial automatic defrost,40.588235294117645
BCD-523W,BCD-523W,442.0,22.7,(5.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic icemaker,19.47136563876652
BCD-513WIBM,VBFR1800ESE-C,518.0,22.0,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,23.545454545454547
EUF17CEBW,EUF17CEBW,438.0,29.9,(9.) Upright freezers with automatic defrost without an automatic icemaker,14.648829431438127
EUF21CEBW,EUF21CEBW,492.0,37.0,(9.) Upright freezers with automatic defrost without an automatic icemaker,13.297297297297296
HC-160,BCFK51,196.0,9.0,(18.) Compact chest freezers,21.77777777777778
HC-110,BCFK35,175.0,6.2,(18.) Compact chest freezers,28.225806451612904
KD-93F,BCRKD32W,358.0,3.8,(12.) Compact refrigerator-freezers - partial automatic defrost,94.21052631578948
KS-123R,BCRK43W4,253.0,4.3,(11A.) Compact all-refrigerators - manual defrost,58.83720930232558
KS-123R,BCRK43V,253.0,4.3,(11A.) Compact all-refrigerators - manual defrost,58.83720930232558
KS-123R,BCRK43B,253.0,4.3,(11A.) Compact all-refrigerators - manual defrost,58.83720930232558
KS-91R,BCRK32B,239.0,3.2,(11A.) Compact all-refrigerators - manual defrost,74.6875
