Brand_Name_s__s,Product_Group_Code_Description_s,Basic_Model_Number_m,Individual_Model_Number_Covered_by_Basic_Model_m,Total_Adjusted_Volume__Cubic_Feet__d,Annual_Energy_Use__Kilowatt_Hours_Year__d,Total_Refrigerated_Volume__ft3__d,Is_the_Certification_for_this_Basic_Model_Based_on_a_Waiver_of_DOE_s_Test_Procedure_Requirements__s,Is_the_Certification_based_upon_any_Exception_Relief_from_an_Applicable_Standard_by_DOE_s_Office_of_Hearing_and_Appeals__s,Link_to_FTC_EnergyGuide_Label_s
WHIRLPOOL,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,4W3G10-09,WRT511SZD*0*,26.0,443.0,21.3,No,No,https://www.whirlpool.com/services/manuals.html
WHIRLPOOL,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,4W3IG10-09,WRT511SZD*0*,26.0,527.0,21.3,No,No,https://www.whirlpool.com/services/manuals.html
MAYTAG,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,4w3ig11-03,MRT711BZD*0*,25.9,527.0,21.2,No,No,https://www.whirlpool.com/services/manuals.html
MAYTAG,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,4w3g80-51,MRT118FFF***,22.0,411.0,18.2,No,No,https://www.whirlpool.com/services/manuals.html
WHIRLPOOL,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,4w3g80-51,WRT108FFD***,22.0,411.0,18.2,No,No,https://www.whirlpool.com/services/manuals.html
WHIRLPOOL,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,4w3g80-51,WRT108FZD*0*,22.0,411.0,18.2,No,No,https://www.whirlpool.com/services/manuals.html
AMANA,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,4w3ig80-51,ART318FFD*,22.0,495.0,18.2,No,No,https://www.whirlpool.com/services/manuals.html
MAYTAG,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,4w3ig80-51,MRT118FFF***,22.0,495.0,18.2,No,No,https://www.whirlpool.com/services/manuals.html
WHIRLPOOL,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,4w3ig80-51,WRT318FZD***,22.0,495.0,18.2,No,No,https://www.whirlpool.com/services/manuals.html
WHIRLPOOL,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,4w3in10-15,WRT541SZD*0*,26.0,483.0,21.3,No,No,https://www.whirlpool.com/services/manuals.html
WHIRLPOOL,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,4w3in10-15,WRT541SZH*0*,26.0,483.0,21.3,No,No,https://www.whirlpool.com/services/manuals.html
WHIRLPOOL,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,4w3n10-15,WRT541SZH*0*,26.0,399.0,21.3,No,No,https://www.whirlpool.com/services/manuals.html
KENMORE,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,4w3in11-13,7639*41*,12.9,422.0,10.7,No,No,https://www.kenmore.com/energyguide/
WHIRLPOOL,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,4w3n11-13,WRT111SFD*0*,12.9,338.0,10.7,No,No,https://www.whirlpool.com/services/manuals.html
IKEA,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,4w3in41-12,IRT134FD*0*,17.3,420.0,14.3,No,No,https://www.whirlpool.com/services/manuals.html
WHIRLPOOL,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,4w3n41-12,WRT134TFD*0*,17.3,336.0,14.3,No,No,https://www.whirlpool.com/services/manuals.html
WHIRLPOOL,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,4w3in42-25,WRT314TFD*0*,17.3,457.0,14.3,No,No,https://www.whirlpool.com/services/manuals.html
WHIRLPOOL,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,4w3n42-25,WRT314TFD*0*,17.3,373.0,14.3,No,No,https://www.whirlpool.com/services/manuals.html
WHIRLPOOL,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,4w3in61-10,WRT316SFD*0*,19.0,471.0,16.0,No,No,https://www.whirlpool.com/services/manuals.html
AMANA,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,4w3in80-15,ART348FFF***,22.1,455.0,18.2,No,No,https://www.whirlpool.com/services/manuals.html
WHIRLPOOL,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,4w3in80-15,WRT148FZD*,22.1,455.0,18.2,No,No,https://www.whirlpool.com/services/manuals.html
WHIRLPOOL,(3I.) Refrigerator-freezers - automatic defrost with top-mounted freezer with an automatic icemaker without through-the-door ice service,4w3in90-14,WRT549SZD*,23.1,462.0,19.2,No,No,https://www.whirlpool.com/services/manuals.html
WHIRLPOOL,(3.) Refrigerator-freezers - automatic defrost with top-mounted freezer without an automatic icemaker,4w3n90-14,WRT549SZD*,23.1,378.0,19.2,No,No,https://www.whirlpool.com/services/manuals.html
JENN-AIR,(4I-BI.) Built-In Refrigerator-freezers - automatic defrost with side-mounted freezer with an automatic icemaker without through-the-door ice service,4w4ibim60,JS42NXFXDE**,32.6,774.0,25.6,No,No,https://www.whirlpool.com/services/manuals.html
JENN-AIR,(4I-BI.) Built-In Refrigerator-freezers - automatic defrost with side-mounted freezer with an automatic icemaker without through-the-door ice service,4w4ibim90-02,JS48NXFXDE**,37.2,822.0,29.2,No,No,https://www.whirlpool.com/services/manuals.html
KITCHENAID,(4I-BI.) Built-In Refrigerator-freezers - automatic defrost with side-mounted freezer with an automatic icemaker without through-the-door ice service,4w4ibit50,KBSN602ESS**,32.4,772.0,25.5,No,No,https://www.whirlpool.com/services/manuals.html
KENMORE,(4.) Refrigerator-freezers - automatic defrost with side-mounted freezer without an automatic icemaker,4w4z20-02,4112*21*,26.9,527.0,21.6,No,No,https://www.kenmore.com/energyguide/
WHIRLPOOL,(4.) Refrigerator-freezers - automatic defrost with side-mounted freezer without an automatic icemaker,4w4z20-02,WRS322FN**0*,26.9,527.0,21.6,No,No,https://www.whirlpool.com/services/manuals.html
WHIRLPOOL,(4.) Refrigerator-freezers - automatic defrost with side-mounted freezer without an automatic icemaker,4w4z51-05,WRS325FNA*0*,32.2,572.0,24.9,No,No,https://www.whirlpool.com/services/manuals.html
JENN-AIR,(5A.) Refrigerator-freezer - automatic defrost with bottom-mounted freezer with through-the-door ice service,4w5ag01,JFI2089***,23.6,693.0,19.7,No,No,https://www.whirlpool.com/services/manuals.html
WHIRLPOOL,(5A.) Refrigerator-freezer - automatic defrost with bottom-mounted freezer with through-the-door ice service,4w5ag02-02,GI0FSAXV**,23.6,693.0,19.7,No,No,https://www.whirlpool.com/services/manuals.html
WHIRLPOOL,(5A.) Refrigerator-freezer - automatic defrost with bottom-mounted freezer with through-the-door ice service,4w5ag02-02,WRF550CDH*,23.6,693.0,19.7,No,No,https://www.whirlpool.com/services/manuals.html
KENMORE,(5A.) Refrigerator-freezer - automatic defrost with bottom-mounted freezer with through-the-door ice service,4w5ag20-07,7924*,26.1,717.0,21.7,No,No,https://www.kenmore.com/energyguide/
MAYTAG,(5A.) Refrigerator-freezer - automatic defrost with bottom-mounted freezer with through-the-door ice service,4w5ag20-07,MFI2269FR***,26.1,717.0,21.7,No,No,https://www.whirlpool.com/services/manuals.html
WHIRLPOOL,(5A.) Refrigerator-freezer - automatic defrost with bottom-mounted freezer with through-the-door ice service,4w5ag50-08,WRX735SDB***,29.6,749.0,24.5,No,No,https://www.whirlpool.com/services/manuals.html
JENN-AIR,(5A.) Refrigerator-freezer - automatic defrost with bottom-mounted freezer with through-the-door ice service,4w5at60-09,JFX2897DR***,32.1,772.0,26.2,No,No,https://www.whirlpool.com/services/manuals.html
MAYTAG,(5A.) Refrigerator-freezer - automatic defrost with bottom-mounted freezer with through-the-door ice service,4w5at60-09,MFX2676FR***,32.1,772.0,26.2,No,No,https://www.whirlpool.com/services/manuals.html
WHIRLPOOL,(5A.) Refrigerator-freezer - automatic defrost with bottom-mounted freezer with through-the-door ice service,4w5at60-09,WRX988SIB*,32.1,772.0,26.2,No,No,https://www.whirlpool.com/services/manuals.html
MAYTAG,(5A.) Refrigerator-freezer - automatic defrost with bottom-mounted freezer with through-the-door ice service,4w5at70-01,MFT2776FE***,32.7,709.0,26.8,No,No,https://www.whirlpool.com/services/manuals.html
WHIRLPOOL,(5A.) Refrigerator-freezer - automatic defrost with bottom-mounted freezer with through-the-door ice service,4w5at72-02,WRF989SDA*,32.7,778.0,26.8,No,No,https://www.whirlpool.com/services/manuals.html
KITCHENAID,(5A.) Refrigerator-freezer - automatic defrost with bottom-mounted freezer with through-the-door ice service,4w5at73-02,KFIS29PBMS*,32.7,778.0,26.8,No,No,https://www.whirlpool.com/services/manuals.html
KITCHENAID,(5A.) Refrigerator-freezer - automatic defrost with bottom-mounted freezer with through-the-door ice service,4w5at73-02,KRFF707ESS**,32.7,778.0,26.8,No,No,https://www.whirlpool.com/services/manuals.html
IKEA,(5A.) Refrigerator-freezer - automatic defrost with bottom-mounted freezer with through-the-door ice service,4w5az50-05,IX7DDEXDS*,29.8,685.0,24.7,No,No,https://www.whirlpool.com/services/manuals.html
MAYTAG,(5.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic icemaker,4w5g00-09,MFB2055DR*0*,24.5,534.0,19.7,No,No,https://www.whirlpool.com/services/manuals.html
MAYTAG,(5.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic icemaker,4w5g00-09,MFB2055FR***,24.5,534.0,19.7,No,No,https://www.whirlpool.com/services/manuals.html
WHIRLPOOL,(5.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic icemaker,4w5g00-09,WRF560SFY*0*,24.5,534.0,19.7,No,No,https://www.whirlpool.com/services/manuals.html
WHIRLPOOL,(5.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic icemaker,4w5g00-09,WRFA60SFH*0*,24.5,534.0,19.7,No,No,https://www.whirlpool.com/services/manuals.html
MAYTAG,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,4w5ig00-09,MFB2055DR*0*,24.5,618.0,19.7,No,No,https://www.whirlpool.com/services/manuals.html
WHIRLPOOL,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,4w5ig00-09,WRF560SFH*0*,24.5,618.0,19.7,No,No,https://www.whirlpool.com/services/manuals.html
WHIRLPOOL,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,4w5ig00-09,WRF560SFY*0*,24.5,618.0,19.7,No,No,https://www.whirlpool.com/services/manuals.html
WHIRLPOOL,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,4w5ig00-09,WRFA60SFH*0*,24.5,618.0,19.7,No,No,https://www.whirlpool.com/services/manuals.html
MAYTAG,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,4w5ig01-21,MFW2055DR*0*,24.5,618.0,19.7,No,No,https://www.whirlpool.com/services/manuals.html
MAYTAG,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,4w5ig01-21,MFW2055FR***,24.5,618.0,19.7,No,No,https://www.whirlpool.com/services/manuals.html
WHIRLPOOL,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,4w5ig01-21,WRF560SMH*0*,24.5,618.0,19.7,No,No,https://www.whirlpool.com/services/manuals.html
WHIRLPOOL,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,4w5ig01-21,WRF560SMY*0*,24.5,618.0,19.7,No,No,https://www.whirlpool.com/services/manuals.html
WHIRLPOOL,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,4w5ig01-21,WRFA60SMH*0*,24.5,618.0,19.7,No,No,https://www.whirlpool.com/services/manuals.html
WHIRLPOOL,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,4w5ij20-26,WRB322DMB*,27.0,584.0,22.1,No,No,https://www.whirlpool.com/services/manuals.html
KITCHENAID,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,4w5ij22-13,KFCS22*,26.2,633.0,21.9,No,No,https://www.whirlpool.com/services/manuals.html
KITCHENAID,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,4w5ij22-13,KRFC302E****,26.2,633.0,21.9,No,No,https://www.whirlpool.com/services/manuals.html
WHIRLPOOL,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,4w5ij50-09,WRF535SMB*,30.8,615.0,25.2,No,No,https://www.whirlpool.com/services/manuals.html
WHIRLPOOL,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,4w5ij50-09,WRF535SWB*,30.8,615.0,25.2,No,No,https://www.whirlpool.com/services/manuals.html
KITCHENAID,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,4w5iz00-18,KBFS20EC*,24.3,563.0,20.0,No,No,https://www.whirlpool.com/services/manuals.html
KITCHENAID,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,4w5iz00-18,KRFC300E****,24.3,563.0,20.0,No,No,https://www.whirlpool.com/services/manuals.html
WHIRLPOOL,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,4w5iz00-18,WRF540CWB*,24.3,563.0,20.0,No,No,https://www.whirlpool.com/services/manuals.html
MAYTAG,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,4w5iz20-07,MFF2258FE*,27.0,585.0,22.1,No,No,https://www.whirlpool.com/services/manuals.html
KITCHENAID,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,4w5ij20-03,KRBL102ESS**,27.0,584.0,22.1,No,No,https://www.whirlpool.com/services/manuals.html
KITCHENAID,(5.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic icemaker,4w5j20-03,KRBL102ESS**,27.0,500.0,22.1,No,No,https://www.whirlpool.com/services/manuals.html
KITCHENAID,(5.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic icemaker,4w5j20-03,KRBR102ESS**,27.0,500.0,22.1,No,No,https://www.whirlpool.com/services/manuals.html
AMANA,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,4w5ij21-02,ABB2224BR*,27.0,640.0,22.1,No,No,https://www.whirlpool.com/services/manuals.html
AMANA,(5.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer without an automatic icemaker,4w5j21-02,ABB2224BR*,27.0,556.0,22.1,No,No,https://www.whirlpool.com/services/manuals.html
AMANA,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,4w5ij90-12,ABB1921BR*,23.0,605.0,18.7,No,No,https://www.whirlpool.com/services/manuals.html
AMANA,(5I.) Refrigerator-freezers - automatic defrost with bottom-mounted freezer with an automatic icemaker without through-the-door ice service,4w5ij90-12,ABB1924BR*,23.0,605.0,18.7,No,No,https://www.whirlpool.com/services/manuals.html
